"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-02-28,274772,"Northeast Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",0,299900,0.0043536503683858,0.0043536503683858,0.0661215783860647,0.115155361505902,0.0546225571977581,"2018-02","2018-Q1",299900,0,"2018-02"
2018-02-28,192689,"Paradise","NV","Las Vegas","Clark","Las Vegas",1,237000,0.0154241645244216,0.0408432147562582,0.174430128840436,0.138874133652938,-0.00355806056135211,"2006-07","2006-Q3",290400,-0.183884297520661,"2004-09"
2018-02-28,112345,"Maryvale","AZ","Phoenix","Maricopa","Phoenix",2,167100,0.00844900422450211,0.0295748613678373,0.124495289367429,0.168215719948732,0,"2007-02","2007-Q1",193300,-0.135540610450078,"2006-01"
2018-02-28,27080,"Sherman Oaks","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",3,956600,0.00768987675129043,0.0161461652857446,0.0898940412441609,0.0871557160591843,0.027177902617602,"2018-02","2018-Q1",956600,0,"2018-02"
2018-02-28,118208,"South Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",4,468300,0.00666380051590714,0.0242782152230971,0.137202525497814,0.124113117563362,0.0126699606987386,"2018-02","2018-Q1",468300,0,"2018-02"
2018-02-28,192820,"Sunrise Manor","NV","Las Vegas","Clark","Las Vegas",5,194000,0.0162388685175485,0.0363247863247863,0.171497584541063,0.153737751687219,-0.0124532818922729,"2006-09","2006-Q3",258800,-0.250386398763524,"2004-10"
2018-02-28,194430,"East New York","NY","New York","Kings","New York",6,402000,-0.000745712155108128,-0.00421104780777805,0.053183128111082,0.0750127232488957,0.00670869769370186,"2017-11","2017-Q4",403700,-0.00421104780777805,"2017-09"
2018-02-28,192796,"Spring Valley","NV","Las Vegas","Clark","Las Vegas",7,257100,0.0142011834319527,0.0362756952841596,0.167044938719927,0.134165159148498,0.00228437218360567,"2006-04","2006-Q2",303800,-0.153719552337064,"2004-09"
2018-02-28,268496,"Southeast Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",8,382500,0.00472813238770686,0.0167464114832536,0.0959885386819484,0.121596984522301,0.00107826251637078,"2007-04","2007-Q2",407300,-0.0608887797692119,"2006-07"
2018-02-28,112547,"Paradise Valley","AZ","Phoenix","Maricopa","Phoenix",9,323300,0.00685144814699471,0.0122103944896681,0.0698213103904699,0.075093019242146,0.00760867098400686,"2006-02","2006-Q1",343000,-0.0574344023323615,"2005-09"
2018-02-28,111818,"Deer Valley","AZ","Phoenix","Maricopa","Phoenix",10,242900,0.00247626908790755,0.0125052105043768,0.084375,0.098433951859646,0.00840370951278557,"2006-03","2006-Q1",256300,-0.0522824814670308,"2005-10"
2018-02-28,41466,"Van Nuys","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",11,574900,0.00419213973799127,0.021499644633973,0.0636447733580019,0.105484628951486,0.0176970156051079,"2018-02","2018-Q1",574900,0,"2018-02"
2018-02-28,273698,"Far North","TX","Dallas-Fort Worth","Dallas","Dallas",12,381600,0.004739336492891,0.0100582318687136,0.0392156862745098,0.098837119510184,0.0479906413040276,"2018-02","2018-Q1",381600,0,"2018-02"
2018-02-28,32059,"Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",13,788200,0.00279898218829517,0.00857325655790147,0.0688906970436669,0.103590689345218,0.0230627449754757,"2018-02","2018-Q1",788200,0,"2018-02"
2018-02-28,199001,"Williamsburg","NY","New York","Kings","New York",14,983400,-0.00142160844841592,0.007788481246157,0.0320075558820443,0.0932842632805648,,"2018-01","2018-Q1",984800,-0.00142160844841592,"2018-01"
2018-02-28,272902,"Bedford Stuyvesant","NY","New York","Kings","New York",15,909300,0.0140515222482436,0.0332954545454545,0.0767317939609236,0.132364660434974,,"2018-02","2018-Q1",909300,0,"2018-02"
2018-02-28,273566,"East Side","TX","El Paso","El Paso","El Paso",16,118100,-0.00169061707523246,0.000847457627118644,-0.00169061707523246,-0.000169262027302608,-0.0112150574728688,"2007-12","2007-Q4",134700,-0.123236822568671,"2006-08"
2018-02-28,267908,"Camelback East","AZ","Phoenix","Maricopa","Phoenix",17,304500,0.00197433366238894,0.00296442687747036,0.070298769771529,0.10696111537677,0.0154567070468425,"2018-02","2018-Q1",304500,0,"2018-02"
2018-02-28,403222,"Crown Heights","NY","New York","Kings","New York",18,931200,-0.00640204865556978,-0.0164765525982256,-0.00978307103360272,0.113496390382879,,"2017-05","2017-Q2",981100,-0.0508612781571705,"2016-10"
2018-02-28,25294,"Jamaica","NY","New York","Queens","New York",19,455800,0.0113157310849789,0.0284296028880866,0.0893881453154876,0.0876884202416133,0.00554031239425612,"2018-02","2018-Q1",455800,0,"2018-02"
2018-02-28,195267,"Harlem","NY","New York","New York","New York",20,972300,-0.00184785956267324,-0.0185727263551025,0.0772213605140705,0.104433937355939,0.0482755860667954,"2017-07","2017-Q3",1002400,-0.0300279329608939,"2017-06"
2018-02-28,275237,"Roosevelt","CA","Fresno","Fresno","Fresno",21,180400,0.0106442577030812,0.033810888252149,0.145396825396825,0.118830331763901,-0.00825950644596629,"2006-06","2006-Q2",233800,-0.228400342172797,"2005-03"
2018-02-28,343222,"Williamsbridge","NY","New York","Bronx","New York",22,394700,0.00177664974619289,0.0167439464193715,0.0624495289367429,0.0564019016925104,0.00433253712315684,"2007-03","2007-Q1",406600,-0.02926709296606,"2006-09"
2018-02-28,193587,"Bushwick","NY","New York","Kings","New York",23,798800,-0.00807152613932696,-0.00448654037886341,0.0525760969824746,0.154775845044662,0.0797373441580722,"2017-12","2017-Q4",808800,-0.0123639960435213,"2017-11"
2018-02-28,274742,"North Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",24,547200,0.0021978021978022,0.0133333333333333,0.049482163406214,0.047252135023123,-0.00155819984405747,"2006-02","2006-Q1",625000,-0.12448,"2005-07"
2018-02-28,194379,"East Flatbush","NY","New York","Kings","New York",25,507900,0.00954084675014908,0.0213151015483612,0.0772004241781548,0.0760251879372649,0.0133088138149158,"2018-02","2018-Q1",507900,0,"2018-02"
2018-02-28,35521,"Enterprise","NV","Las Vegas","Clark","Las Vegas",26,280000,0.0115606936416185,0.0275229357798165,0.134062373430539,0.119408115428143,-0.00197830330298543,"2006-04","2006-Q2",344700,-0.187699448796055,"2004-07"
2018-02-28,273565,"East San Jose","CA","San Jose","Santa Clara","San Jose",27,784000,0.0212322521818419,0.0729437525660326,0.234645669291339,0.140440082070444,0.0340351931989198,"2018-02","2018-Q1",784000,0,"2018-02"
2018-02-28,267971,"South Mountain","AZ","Phoenix","Maricopa","Phoenix",28,178600,0.0101809954751131,0.025847214244687,0.118346900438322,0.13625014686151,-0.00580154464331994,"2007-01","2007-Q1",211600,-0.155954631379962,"2005-10"
2018-02-28,273555,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby","Memphis",29,110000,0.00732600732600733,0.0194624652455978,0.0923535253227408,0.0574354644941706,0.00807458173754405,"2018-02","2018-Q1",110000,0,"2018-02"
2018-02-28,270945,"Sunset Park","NY","New York","Kings","New York",30,629800,-0.00205989542069403,0.035684920243381,0.209990393852065,0.125253989828821,0.0686255922012606,"2018-01","2018-Q1",631100,-0.00205989542069403,"2018-01"
2018-02-28,275456,"South Side","TX","Corpus Christi","Nueces","Corpus Christi",31,172000,0.00761570005858231,0.0207715133531157,0.0481413772090189,0.0559696356194999,0.0171525763186022,"2018-02","2018-Q1",172000,0,"2018-02"
2018-02-28,46795,"North Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",32,579700,0.00520201144442518,0.0227593507410021,0.10968606431853,0.115650202036357,0.017243641243573,"2018-02","2018-Q1",579700,0,"2018-02"
2018-02-28,193406,"Borough Park","NY","New York","Kings","New York",33,993100,0.010377454471462,0.0272031443938767,0.111596149541079,0.10343447792498,,"2018-02","2018-Q1",993100,0,"2018-02"
2018-02-28,273088,"Bullard","CA","Fresno","Fresno","Fresno",34,280500,0.0035778175313059,0.0207423580786026,0.0978473581213307,0.0830852696182067,0.000428817116946201,"2006-04","2006-Q2",349800,-0.19811320754717,"2004-11"
2018-02-28,274514,"Mid City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",35,946200,0.00745315161839864,0.0355696618146,0.125892432175155,0.0966295364803846,,"2018-02","2018-Q1",946200,0,"2018-02"
2018-02-28,193285,"Bensonhurst","NY","New York","Kings","New York",36,807900,-0.00566153846153846,-0.0113803230543319,0.0337811900191939,0.0901161063671767,0.0476332521268212,"2017-11","2017-Q4",817200,-0.0113803230543319,"2017-09"
2018-02-28,271503,"Northeast","TX","El Paso","El Paso","El Paso",37,95000,-0.00627615062761506,-0.0104166666666667,0.0303687635574837,0.000844239278073644,-0.00411580262546851,"2007-12","2007-Q4",100500,-0.054726368159204,"2006-10"
2018-02-28,275501,"Southwest Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",38,155200,0.0117340286831812,0.0339773484343771,0.117350611951044,0.130635158274542,0.0411451875865592,"2018-02","2018-Q1",155200,0,"2018-02"
2018-02-28,268236,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",39,655500,0.00459770114942529,0.0175411362930767,0.0996477101157524,0.0900153638172261,0.0128548585684418,"2018-02","2018-Q1",655500,0,"2018-02"
2018-02-28,276023,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",40,616300,0.00587563244654807,0.00900458415193189,0.114063629790311,0.12051645768451,0.0223042251589871,"2018-02","2018-Q1",616300,0,"2018-02"
2018-02-28,276652,"West San Jose","CA","San Jose","Santa Clara","San Jose",41,1612800,0.0210826210826211,0.0766355140186916,0.27797147385103,0.148157817601666,0.0747284774613131,"2018-02","2018-Q1",1612800,0,"2018-02"
2018-02-28,276659,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",42,72600,0.0139664804469274,0.0401146131805158,0.125581395348837,0.0563297435689785,-0.00298084474877391,"2007-06","2007-Q2",77200,-0.0595854922279793,"2005-05"
2018-02-28,276476,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",43,450100,0.00446328944432046,0.0215615070358602,0.0930063137445362,0.105413527605892,0.0112652970525271,"2006-09","2006-Q3",458100,-0.0174634359310194,"2006-07"
2018-02-28,193640,"Canarsie","NY","New York","Kings","New York",44,452400,0.00510997556098645,0.0312286300433098,0.0712763438313995,0.052306218676077,0.00446213551185393,"2018-02","2018-Q1",452400,0,"2018-02"
2018-02-28,271511,"Northwest","TX","El Paso","El Paso","El Paso",45,188200,-0.00212089077412513,-0.00159151193633952,0.0156502968159741,0.00246229296105982,-0.00591354706808267,"2007-12","2007-Q4",202500,-0.0706172839506173,"2006-10"
2018-02-28,269592,"Logan Square","IL","Chicago","Cook","Chicago",46,298100,0.00777552400270453,0.00982384823848238,0.00201680672268908,0.0964646537952771,0.00408212261342067,"2018-02","2018-Q1",298100,0,"2018-02"
2018-02-28,343217,"South Bronx","NY","New York","Bronx","New York",47,394100,0.00228891149542218,0.0631238198003777,0.167357819905213,0.0782511984330734,0.0190893143327995,"2018-02","2018-Q1",394100,0,"2018-02"
2018-02-28,275454,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",48,324300,0.00464684014869888,0.00620539869686627,0.0759787657597877,0.0947921066974791,0.0180045415488952,"2018-02","2018-Q1",324300,0,"2018-02"
2018-02-28,41131,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",49,531000,0.00378071833648393,0.0223334616865614,0.130990415335463,0.105011615284452,0.0127527482107606,"2018-02","2018-Q1",531000,0,"2018-02"
2018-02-28,30731,"Canoga Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",50,533300,0.00414234607418565,0.0295366795366795,0.13179117147708,0.103851893662639,0.0153157640218236,"2018-02","2018-Q1",533300,0,"2018-02"
2018-02-28,273480,"Downtown","CA","San Jose","Santa Clara","San Jose",51,912000,0.0271426962495777,0.0983981693363844,0.275524475524476,0.155466730301126,0.0507510107257392,"2018-02","2018-Q1",912000,0,"2018-02"
2018-02-28,27182,"South Ozone Park","NY","New York","Queens","New York",52,493400,0.0024380333197887,-0.0014167172637118,0.0879823594266814,0.0764333031217022,0.00240275103663246,"2007-06","2007-Q2",507400,-0.0275916436736303,"2006-10"
2018-02-28,267900,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",53,315100,0.00832,0.0164516129032258,0.0616576819407008,0.056665299463744,0.00385715926494101,"2006-02","2006-Q1",360400,-0.125693673695893,"2005-07"
2018-02-28,113886,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",54,447100,0.00471910112359551,0.0191474811944381,0.105861983675489,0.117105806783867,0.0165546571370865,"2018-02","2018-Q1",447100,0,"2018-02"
2018-02-28,274756,"North Valley","CA","San Jose","Santa Clara","San Jose",55,992000,0.0223642172523962,0.0735930735930736,0.254743232987604,0.151638867109165,0.0554273369603009,"2018-02","2018-Q1",992000,0,"2018-02"
2018-02-28,115003,"Evergreen","CA","San Jose","Santa Clara","San Jose",56,1115700,0.0194627192982456,0.0679620943811621,0.217481449148843,0.118091398103063,0.0442076862129148,"2018-02","2018-Q1",1115700,0,"2018-02"
2018-02-28,196538,"Murray Hill","NY","New York","Queens","New York",57,810500,0.0050843253968254,0.00984301021679541,0.0973463308962903,0.0911080800559727,0.0328767468709545,"2018-02","2018-Q1",810500,0,"2018-02"
2018-02-28,34213,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",58,502900,0.00359209738575135,0.0145249142626589,0.0857081174438687,0.0944223144157539,0.00687452930346799,"2006-11","2006-Q4",528200,-0.0478985232866339,"2006-02"
2018-02-28,403131,"Sheepshead Bay","NY","New York","Kings","New York",59,693900,0.00681950087057458,0.0321285140562249,0.115415528050153,0.0815879917345912,0.0355949464301155,"2018-02","2018-Q1",693900,0,"2018-02"
2018-02-28,118987,"Willow Glen","CA","San Jose","Santa Clara","San Jose",60,1365900,0.0203944419542806,0.0849086576648133,0.269423791821561,0.131670566252668,0.0613310239897287,"2018-02","2018-Q1",1365900,0,"2018-02"
2018-02-28,275950,"West","TX","Dallas-Fort Worth","Tarrant","Arlington",61,202800,0.00396039603960396,0.0190954773869347,0.102173913043478,0.0901755437583156,0.036209064989613,"2018-02","2018-Q1",202800,0,"2018-02"
2018-02-28,270318,"North Raleigh","NC","Raleigh","Wake","Raleigh",62,281500,0.00249287749287749,0.00787683494450412,0.0618634477555639,0.0537167836612962,0.0217514299887451,"2018-02","2018-Q1",281500,0,"2018-02"
2018-02-28,33183,"Northridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",63,717400,0.00349699258637572,0.0139929328621908,0.0755622188905547,0.0899349177938031,0.0221420973970847,"2018-02","2018-Q1",717400,0,"2018-02"
2018-02-28,54300,"San Pedro","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",64,615900,0.00653701585226344,0.0224103585657371,0.073744769874477,0.0863301180624629,0.0119712392867679,"2018-02","2018-Q1",615900,0,"2018-02"
2018-02-28,403117,"Little Village","IL","Chicago","Cook","Chicago",65,164800,0.0261519302615193,0.123381049761418,0.208211143695015,0.105738445343537,-0.0141283896340633,"2006-10","2006-Q4",202100,-0.184562097971301,"2004-10"
2018-02-28,343228,"Southwest","CA","San Diego","San Diego","Chula Vista",66,463800,0.0128849093688578,0.0378160662340568,0.0915509531654507,0.0914800187028906,0.0196194434875292,"2006-05","2006-Q2",493300,-0.0598013379282384,"2005-01"
2018-02-28,118872,"West Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",67,562300,0.00536384766672627,0.0181061017562919,0.0591448483706913,0.0881344258933558,0.0108457133267246,"2006-08","2006-Q3",592900,-0.0516107269354023,"2005-11"
2018-02-28,40215,"Pacoima","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",68,447300,0.000223613595706619,0.0042658284687921,0.0632279534109817,0.105171866483764,0.00369575539274347,"2006-11","2006-Q4",488000,-0.0834016393442623,"2006-02"
2018-02-28,116625,"Mira Mesa","CA","San Diego","San Diego","San Diego",69,582700,0.0132150930272996,0.0333392445469055,0.0877356729512787,0.0833400427627913,0.0335546988974378,"2018-02","2018-Q1",582700,0,"2018-02"
2018-02-28,276215,"Blossom Valley","CA","San Jose","Santa Clara","San Jose",70,1006200,0.0218340611353712,0.0755745590593266,0.245142927855463,0.130466148750281,0.0512006948798054,"2018-02","2018-Q1",1006200,0,"2018-02"
2018-02-28,403169,"West Rogers Park","IL","Chicago","Cook","Chicago",71,176200,0.0126436781609195,0.0334310850439883,0.0481856038072576,0.0676783506871534,-0.0350717577886961,"2007-07","2007-Q3",256000,-0.31171875,"2001-10"
2018-02-28,18071,"Far Rockaway","NY","New York","Queens","New York",72,436300,0.00622693726937269,0.000688073394495413,0.083167825223436,0.0470472350039479,-0.000160298647401302,"2006-11","2006-Q4",458500,-0.0484187568157034,"2006-05"
2018-02-28,273348,"Cordova-Appling","TN","Memphis","Shelby","Memphis",73,152900,0.0132538104705103,0.0241125251172137,0.0767605633802817,0.0431274358071001,0.00428502301654077,"2018-02","2018-Q1",152900,0,"2018-02"
2018-02-28,275173,"Ridgewood","NY","New York","Queens","New York",74,713300,0.00309379834059907,0.000982318271119843,0.0537745604963806,0.125301977179107,0.0448212552849476,"2017-05","2017-Q2",715200,-0.00265659955257271,"2017-05"
2018-02-28,273973,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",75,105500,0.0163776493256262,0.0624370594159114,0.160616061606161,0.0663952572331927,0.000665939742394706,"2007-04","2007-Q2",110800,-0.0478339350180505,"2005-11"
2018-02-28,45032,"East Elmhurst","NY","New York","Queens","New York",76,697000,0.00461228019602191,0.0199004975124378,0.0703316953316953,0.0932542598724124,0.0162218384873694,"2018-02","2018-Q1",697000,0,"2018-02"
2018-02-28,40548,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",77,525400,0.00420489296636086,0.016247582205029,0.0934443288241415,0.0988786367228984,0.015973654901811,"2006-06","2006-Q2",528700,-0.00624172498581426,"2006-05"
2018-02-28,13176,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",78,449400,0.00447027268663388,0.0121621621621622,0.0730659025787966,0.109498761721869,0.00460962669158738,"2007-04","2007-Q2",490000,-0.0828571428571429,"2005-11"
2018-02-28,114074,"Cambrian Park","CA","San Jose","Santa Clara","San Jose",79,1312400,0.0217205138186065,0.0798091163402995,0.259138443826154,0.135217082298871,0.064279080306094,"2018-02","2018-Q1",1312400,0,"2018-02"
2018-02-28,275424,"South Dorchester","MA","Boston","Suffolk","Boston",80,484600,0.00664727877025343,0.00958333333333333,0.0921794004958305,0.0970974284404771,0.0488780528922161,"2018-02","2018-Q1",484600,0,"2018-02"
2018-02-28,13017,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",81,579700,0.00485352747443231,0.0211379249603664,0.0779100037188546,0.097118421851387,0.0185013248969828,"2018-02","2018-Q1",579700,0,"2018-02"
2018-02-28,274526,"Midtown","TN","Memphis","Shelby","Memphis",82,64000,0.0110584518167457,0.0207336523125997,-0.0844062947067239,0.00800102015726134,-0.0087794897989032,"2017-07","2017-Q3",73000,-0.123287671232877,"2015-09"
2018-02-28,246678,"Princess Anne","VA","Virginia Beach","Virginia Beach City","Virginia Beach",83,321000,0.00375234521575985,0.0087994971715902,0.0258868648130393,0.023788419429718,-0.000713701354081553,"2007-08","2007-Q3",328600,-0.0231284236153378,"2006-01"
2018-02-28,275471,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",84,206600,0.0127450980392157,0.036628198695434,0.163943661971831,0.106603891558604,0.0379155839588794,"2018-02","2018-Q1",206600,0,"2018-02"
2018-02-28,343868,"Northwest Raleigh","NC","Raleigh","Wake","Raleigh",85,287000,0.00174520069808028,0.00701754385964912,0.046299671892089,0.0486715080111526,0.0187264085536412,"2018-02","2018-Q1",287000,0,"2018-02"
2018-02-28,48516,"Wilmington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",86,444800,0.00497062810664257,0.0263036455929857,0.0512881115575514,0.0937250045598192,0.00301709324701815,"2006-09","2006-Q3",494600,-0.100687424181156,"2006-02"
2018-02-28,273652,"Estrella","AZ","Phoenix","Maricopa","Phoenix",87,193400,0.0051975051975052,0.0195044807590933,0.0938914027149321,0.124629836274816,-0.00118153058072812,"2006-07","2006-Q3",232300,-0.167455876022385,"2005-07"
2018-02-28,270886,"Midwood","NY","New York","Kings","New York",88,864800,0.00593230196580203,0.0143091719446399,0.0448230035036849,0.0948983250080746,0.0327271595556564,"2018-02","2018-Q1",864800,0,"2018-02"
2018-02-28,214232,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",89,135500,0.00668647845468053,0.0180315552216379,0.0728424386381631,0.038644047565602,0.00246861331070281,"2006-01","2006-Q1",150700,-0.100862641008626,"2005-06"
2018-02-28,273540,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",90,247400,0.0126893164142448,0.0342809364548495,0.133822181484876,0.0822932245268371,0.0355839752010205,"2018-02","2018-Q1",247400,0,"2018-02"
2018-02-28,51128,"Brentwood","NY","New York","Suffolk"," Islip",91,304900,0.000656383327863472,0.0255634039690548,0.115623856567874,0.0865825592694165,-0.0169108561591325,"2007-03","2007-Q1",371300,-0.178831133854026,"2005-03"
2018-02-28,26352,"Ozone Park","NY","New York","Queens","New York",92,512900,0.00706852542705675,0.0168517049960349,0.0945369184805804,0.0835438254189342,0.0111429091621607,"2018-02","2018-Q1",512900,0,"2018-02"
2018-02-28,274771,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",93,280500,0.0119047619047619,0.0304922850844967,0.109134045077106,0.0724702140182709,0.0306031759195931,"2018-02","2018-Q1",280500,0,"2018-02"
2018-02-28,275115,"Queens Village","NY","New York","Queens","New York",94,480300,0.00670718926849717,0.0128637705609447,0.0473179241168775,0.059179739797887,0.0020849216414971,"2006-11","2006-Q4",489000,-0.0177914110429448,"2006-08"
2018-02-28,276151,"Woodward Park","CA","Fresno","Fresno","Fresno",95,346800,0.00784655623365301,0.0260355029585799,0.0919395465994962,0.067989299915628,0.00598845214438248,"2006-04","2006-Q2",408800,-0.151663405088063,"2005-02"
2018-02-28,197044,"Park Slope","NY","New York","Kings","New York",96,1292200,-0.00927700682358353,-0.00630575207628422,0.164144144144144,0.115183650269344,0.0833286612927635,"2017-12","2017-Q4",1310500,-0.0139641358260206,"2017-09"
2018-02-28,274552,"Mission","CA","San Francisco","San Francisco","San Francisco",97,1423800,0.00401946266130738,0.0202794697241132,0.110002338816559,0.117740846902284,0.0591164427553283,"2018-02","2018-Q1",1423800,0,"2018-02"
2018-02-28,269566,"Albany Park","IL","Chicago","Cook","Chicago",98,233500,0.00603188280913399,0.00776866637893828,0.0532250789354984,0.073743918588995,-0.0160826128694024,"2007-10","2007-Q4",278400,-0.161278735632184,"2003-12"
2018-02-28,417478,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",99,212500,0.000942063118228921,0,0.0216346153846154,0.0258963049102341,-0.000982900819443855,"2007-07","2007-Q3",218800,-0.0287934186471664,"2006-12"
2018-02-28,118920,"Westwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",100,1239100,-0.0032979407979408,0.0219381443298969,0.108120193167591,0.0997667077506623,0.0293328619905959,"2017-12","2017-Q4",1243300,-0.00337810665165286,"2017-12"
2018-02-28,273201,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",101,231900,0.0139921294271972,0.0375838926174497,0.14461994076999,0.0901723312180365,0.037616149793295,"2018-02","2018-Q1",231900,0,"2018-02"
2018-02-28,193526,"Brownsville","NY","New York","Kings","New York",102,419800,0.00574988021082894,0.0306899091578689,0.11441465357048,0.0796290479908366,0.0146716973816783,"2018-02","2018-Q1",419800,0,"2018-02"
2018-02-28,269568,"Archer Heights","IL","Chicago","Cook","Chicago",103,179200,0.00448430493273543,0.00617630544637844,0.0298850574712644,0.0686104266011223,-0.0195881831723042,"2006-04","2006-Q2",240100,-0.253644314868805,"2003-07"
2018-02-28,276128,"Richmond Hill","NY","New York","Queens","New York",104,534700,0.00356606606606607,0.00583145221971407,0.109796596097966,0.083057589336097,0.00727759150785068,"2018-02","2018-Q1",534700,0,"2018-02"
2018-02-28,269605,"Rogers Park","IL","Chicago","Cook","Chicago",105,154400,0.00194678780012979,0.0104712041884817,0.0218398411647915,0.0684228067299171,-0.0318894750032478,"2007-02","2007-Q1",221700,-0.303563373928733,"2001-11"
2018-02-28,274056,"Hoover","CA","Fresno","Fresno","Fresno",106,220400,0.00823421774931381,0.0260707635009311,0.116514690982776,0.10185982499119,-0.00175249900188057,"2006-03","2006-Q1",281600,-0.217329545454545,"2004-12"
2018-02-28,403120,"South Austin","IL","Chicago","Cook","Chicago",107,178700,0.0096045197740113,0.0240687679083095,0.152159896840748,0.0717055893091469,-0.00585087679782403,"2007-11","2007-Q4",198500,-0.0997481108312343,"2005-12"
2018-02-28,273794,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",108,177500,0.00909607731665719,0.0410557184750733,0.144422952933591,0.122503758395266,-0.00641557667134574,"2006-03","2006-Q1",235700,-0.246924056003394,"2004-12"
2018-02-28,275707,"The Heights","NJ","New York","Hudson","Jersey City",109,487300,0.0179653227491122,0.0595781691672103,0.227146814404432,0.156836063041678,0.0184202773236333,"2018-02","2018-Q1",487300,0,"2018-02"
2018-02-28,229214,"Raleigh","TN","Memphis","Shelby","Memphis",110,82700,0.00976800976800977,0.0273291925465838,0.0853018372703412,0.0499922673715671,-0.00619246838952803,"2006-12","2006-Q4",92800,-0.108836206896552,"2002-10"
2018-02-28,267926,"Encanto","AZ","Phoenix","Maricopa","Phoenix",111,252700,0.00837988826815642,0.0297473512632437,0.108333333333333,0.138691980764384,0.0149735777581297,"2018-02","2018-Q1",252700,0,"2018-02"
2018-02-28,244707,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",112,223300,-0.000894854586129754,-0.00490196078431373,0.00585585585585586,0.022284428116619,-0.00454186267419265,"2007-10","2007-Q4",235100,-0.050191407911527,"2006-03"
2018-02-28,269072,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",113,164800,0.0216986980781153,0.0319348778960551,0.0979347101932045,0.132151893110892,-0.0164839826619704,"2007-04","2007-Q2",212100,-0.223008015087223,"2005-06"
2018-02-28,271457,"Lower Valley","TX","El Paso","El Paso","El Paso",114,90100,-0.00551876379690949,-0.00551876379690949,0.035632183908046,0.00888927439745957,-0.000883593058463972,"2009-09","2009-Q3",92300,-0.0238353196099675,"2009-02"
2018-02-28,343869,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",115,182000,0.00165107319757843,0.00886917960088692,0.0737463126843658,0.050888425457124,0.0171764596594728,"2018-02","2018-Q1",182000,0,"2018-02"
2018-02-28,273177,"Centennial Hills","NV","Las Vegas","Clark","Las Vegas",116,270200,0.0116061400224635,0.0277672118676303,0.161650902837489,0.129160056892756,-0.000184860020696065,"2006-03","2006-Q1",329200,-0.179222357229648,"2004-07"
2018-02-28,54232,"Roxbury","MA","Boston","Suffolk","Boston",117,428400,-0.00302536653479172,0.000700770847932726,0.0848316029374525,0.0951864222270953,0.0514889050955918,"2017-12","2017-Q4",431200,-0.00649350649350649,"2017-12"
